"No.","Time","Source","Destination","Protocol","Length","Info"
"1123","87.965985","192.168.2.10","224.0.0.251","MDNS","119","Standard query 0x0013 PTR _674A0243._sub._googlecast._tcp.local, ""QM"" question PTR _8E6C866D._sub._googlecast._tcp.local, ""QM"" question PTR _googlecast._tcp.local, ""QM"" question"
"1124","87.981074","104.18.32.47","192.168.2.22","TCP","60","443  >  2160 [ACK] Seq=26018 Ack=70152 Win=81 Len=0"
"1125","88.300950","192.168.2.22","104.18.32.47","TCP","1454","2160  >  443 [ACK] Seq=70152 Ack=26018 Win=1228 Len=1400 [TCP PDU reassembled in 1130]"
"1126","88.300950","192.168.2.22","104.18.32.47","TCP","1454","2160  >  443 [ACK] Seq=71552 Ack=26018 Win=1228 Len=1400 [TCP PDU reassembled in 1130]"
"1127","88.300950","192.168.2.22","104.18.32.47","TCP","1454","2160  >  443 [ACK] Seq=72952 Ack=26018 Win=1228 Len=1400 [TCP PDU reassembled in 1130]"
"1128","88.300950","192.168.2.22","104.18.32.47","TCP","1454","2160  >  443 [ACK] Seq=74352 Ack=26018 Win=1228 Len=1400 [TCP PDU reassembled in 1130]"
"1129","88.300950","192.168.2.22","104.18.32.47","TCP","1454","2160  >  443 [ACK] Seq=75752 Ack=26018 Win=1228 Len=1400 [TCP PDU reassembled in 1130]"
"1130","88.300950","192.168.2.22","104.18.32.47","TLSv1.2","207","Application Data"
"1131","88.301111","192.168.2.22","104.18.32.47","TLSv1.2","780","Application Data"
"1132","88.390959","104.18.32.47","192.168.2.22","TCP","60","443  >  2160 [ACK] Seq=26018 Ack=72952 Win=82 Len=0"
"1133","88.391908","104.18.32.47","192.168.2.22","TCP","60","443  >  2160 [ACK] Seq=26018 Ack=74352 Win=82 Len=0"
"1134","88.391908","104.18.32.47","192.168.2.22","TCP","60","443  >  2160 [ACK] Seq=26018 Ack=77305 Win=83 Len=0"
"1135","88.391908","104.18.32.47","192.168.2.22","TCP","60","443  >  2160 [ACK] Seq=26018 Ack=78031 Win=83 Len=0"
"1136","88.671806","104.18.32.47","192.168.2.22","TLSv1.2","865","Application Data"
"1137","88.671806","104.18.32.47","192.168.2.22","TLSv1.2","87","Application Data"
"1138","88.671920","192.168.2.22","104.18.32.47","TCP","54","2160  >  443 [ACK] Seq=78031 Ack=26862 Win=1225 Len=0"
"1139","88.672877","104.18.32.47","192.168.2.22","TCP","1506","443  >  2160 [ACK] Seq=26862 Ack=78031 Win=83 Len=1452 [TCP PDU reassembled in 1143]"
"1140","88.672877","104.18.32.47","192.168.2.22","TCP","1506","443  >  2160 [ACK] Seq=28314 Ack=78031 Win=83 Len=1452 [TCP PDU reassembled in 1143]"
"1141","88.672877","104.18.32.47","192.168.2.22","TCP","1506","443  >  2160 [ACK] Seq=29766 Ack=78031 Win=83 Len=1452 [TCP PDU reassembled in 1143]"
"1142","88.672877","104.18.32.47","192.168.2.22","TCP","1506","443  >  2160 [PSH, ACK] Seq=31218 Ack=78031 Win=83 Len=1452 [TCP PDU reassembled in 1143]"
"1143","88.672877","104.18.32.47","192.168.2.22","TLSv1.2","402","Application Data"
"1144","88.673023","192.168.2.22","104.18.32.47","TCP","54","2160  >  443 [ACK] Seq=78031 Ack=33018 Win=1201 Len=0"
"1145","88.674040","104.18.32.47","192.168.2.22","TCP","1506","443  >  2160 [ACK] Seq=33018 Ack=78031 Win=83 Len=1452 [TCP PDU reassembled in 1147]"
"1146","88.674040","104.18.32.47","192.168.2.22","TCP","1506","443  >  2160 [ACK] Seq=34470 Ack=78031 Win=83 Len=1452 [TCP PDU reassembled in 1147]"
"1147","88.674040","104.18.32.47","192.168.2.22","TLSv1.2","677","Application Data"
"1148","88.674040","104.18.32.47","192.168.2.22","TLSv1.2","85","Application Data"
"1149","88.674166","192.168.2.22","104.18.32.47","TCP","54","2160  >  443 [ACK] Seq=78031 Ack=36576 Win=1187 Len=0"
"1150","91.026092","00:ff:ff:cc:11:10","Broadcast","0xfffa","95","Ethernet II"
"1151","91.896489","192.168.2.1","239.255.255.250","IGMPv2","60","Membership Report group 239.255.255.250"
"1152","92.566288","192.168.2.22","186.233.185.147","TCP","55","[TCP Keep-Alive] 1726  >  443 [ACK] Seq=1 Ack=1 Win=260 Len=1"
"1153","92.632572","186.233.185.147","192.168.2.22","TCP","66","[TCP Keep-Alive ACK] 443  >  1726 [ACK] Seq=1 Ack=2 Win=501 Len=0 SLE=1 SRE=2"
"1154","93.191634","192.168.2.22","104.18.32.47","TCP","1454","2160  >  443 [ACK] Seq=78031 Ack=36576 Win=1187 Len=1400 [TCP PDU reassembled in 1158]"
"1155","93.191634","192.168.2.22","104.18.32.47","TCP","1454","2160  >  443 [ACK] Seq=79431 Ack=36576 Win=1187 Len=1400 [TCP PDU reassembled in 1158]"
"1156","93.191634","192.168.2.22","104.18.32.47","TCP","1454","2160  >  443 [ACK] Seq=80831 Ack=36576 Win=1187 Len=1400 [TCP PDU reassembled in 1158]"
"1157","93.191634","192.168.2.22","104.18.32.47","TCP","1454","2160  >  443 [ACK] Seq=82231 Ack=36576 Win=1187 Len=1400 [TCP PDU reassembled in 1158]"
"1158","93.191634","192.168.2.22","104.18.32.47","TLSv1.2","220","Application Data"
"1159","93.191737","192.168.2.22","104.18.32.47","TCP","1454","2160  >  443 [ACK] Seq=83797 Ack=36576 Win=1187 Len=1400 [TCP PDU reassembled in 1160]"
"1160","93.191737","192.168.2.22","104.18.32.47","TLSv1.2","102","Application Data"
"1161","93.281901","104.18.32.47","192.168.2.22","TCP","60","443  >  2160 [ACK] Seq=36576 Ack=79431 Win=84 Len=0"
"1162","93.281901","104.18.32.47","192.168.2.22","TCP","60","443  >  2160 [ACK] Seq=36576 Ack=82231 Win=84 Len=0"
"1163","93.281901","104.18.32.47","192.168.2.22","TCP","66","[TCP Dup ACK 1162#1] 443  >  2160 [ACK] Seq=36576 Ack=82231 Win=85 Len=0 SLE=85197 SRE=85245"
"1164","93.282755","104.18.32.47","192.168.2.22","TCP","66","443  >  2160 [ACK] Seq=36576 Ack=83797 Win=85 Len=0 SLE=85197 SRE=85245"
"1165","93.282755","104.18.32.47","192.168.2.22","TCP","60","443  >  2160 [ACK] Seq=36576 Ack=85245 Win=85 Len=0"
"1166","93.412000","104.18.32.47","192.168.2.22","TLSv1.2","362","Application Data"
"1167","93.412000","104.18.32.47","192.168.2.22","TLSv1.2","101","Application Data"
"1168","93.412000","104.18.32.47","192.168.2.22","TLSv1.2","85","Application Data"
"1169","93.412126","192.168.2.22","104.18.32.47","TCP","54","2160  >  443 [ACK] Seq=85245 Ack=36962 Win=1186 Len=0"
"1170","93.414484","192.168.2.22","104.18.32.47","TLSv1.2","89","Application Data"
"1171","93.504245","104.18.32.47","192.168.2.22","TCP","60","443  >  2160 [ACK] Seq=36962 Ack=85280 Win=85 Len=0"
"1172","93.597112","XiaomiCommun_fa:4f:e4","Broadcast","XID","60","Basic Format; Type 1 LLC (Class I LLC); Window Size 1"
"1173","93.597903","XiaomiCommun_f9:dc:68","Broadcast","XID","60","Basic Format; Type 1 LLC (Class I LLC); Window Size 1"
"1174","93.851696","192.168.2.22","104.18.32.47","TCP","1454","2160  >  443 [ACK] Seq=85280 Ack=36962 Win=1186 Len=1400 [TCP PDU reassembled in 1181]"
"1175","93.851696","192.168.2.22","104.18.32.47","TCP","1454","2160  >  443 [ACK] Seq=86680 Ack=36962 Win=1186 Len=1400 [TCP PDU reassembled in 1181]"
"1176","93.851696","192.168.2.22","104.18.32.47","TCP","1454","2160  >  443 [ACK] Seq=88080 Ack=36962 Win=1186 Len=1400 [TCP PDU reassembled in 1181]"
"1177","93.851696","192.168.2.22","104.18.32.47","TCP","1454","2160  >  443 [ACK] Seq=89480 Ack=36962 Win=1186 Len=1400 [TCP PDU reassembled in 1181]"
"1178","93.851696","192.168.2.22","104.18.32.47","TCP","1454","2160  >  443 [ACK] Seq=90880 Ack=36962 Win=1186 Len=1400 [TCP PDU reassembled in 1181]"
"1179","93.851696","192.168.2.22","104.18.32.47","TCP","1454","2160  >  443 [ACK] Seq=92280 Ack=36962 Win=1186 Len=1400 [TCP PDU reassembled in 1181]"
"1180","93.851696","192.168.2.22","104.18.32.47","TCP","1454","2160  >  443 [ACK] Seq=93680 Ack=36962 Win=1186 Len=1400 [TCP PDU reassembled in 1181]"
"1181","93.851696","192.168.2.22","104.18.32.47","TLSv1.2","1369","Application Data"
"1182","93.851808","192.168.2.22","104.18.32.47","TLSv1.2","946","Application Data"
"1183","93.942115","104.18.32.47","192.168.2.22","TCP","60","443  >  2160 [ACK] Seq=36962 Ack=89480 Win=86 Len=0"
"1184","93.942115","104.18.32.47","192.168.2.22","TCP","60","443  >  2160 [ACK] Seq=36962 Ack=95080 Win=88 Len=0"
"1185","93.943061","104.18.32.47","192.168.2.22","TCP","60","443  >  2160 [ACK] Seq=36962 Ack=96395 Win=88 Len=0"
"1186","93.943061","104.18.32.47","192.168.2.22","TCP","60","443  >  2160 [ACK] Seq=36962 Ack=97287 Win=88 Len=0"
"1187","95.600735","192.168.2.22","172.217.173.35","TLSv1.3","139","Application Data"
"1188","95.600807","192.168.2.22","172.217.173.35","TLSv1.3","93","Application Data"
"1189","95.605362","172.217.173.35","192.168.2.22","TCP","60","443  >  2232 [ACK] Seq=3380 Ack=3293 Win=267264 Len=0"
"1190","95.606235","172.217.173.35","192.168.2.22","TLSv1.3","93","Application Data"
"1191","95.656584","192.168.2.22","172.217.173.35","TCP","54","2232  >  443 [ACK] Seq=3293 Ack=3419 Win=65792 Len=0"
"1192","95.667202","172.217.173.35","192.168.2.22","TLSv1.3","126","Application Data"
"1193","95.667202","172.217.173.35","192.168.2.22","TLSv1.3","128","Application Data"
"1194","95.667378","192.168.2.22","172.217.173.35","TCP","54","2232  >  443 [ACK] Seq=3293 Ack=3565 Win=65792 Len=0"
"1195","95.668290","172.217.173.35","192.168.2.22","TLSv1.3","85","Application Data"
"1196","95.668290","172.217.173.35","192.168.2.22","TLSv1.3","93","Application Data"
"1197","95.668376","192.168.2.22","172.217.173.35","TCP","54","2232  >  443 [ACK] Seq=3293 Ack=3635 Win=65536 Len=0"
"1198","95.670375","192.168.2.22","172.217.173.35","TLSv1.3","89","Application Data"
"1199","95.670457","192.168.2.22","172.217.173.35","TLSv1.3","93","Application Data"
"1200","95.673825","172.217.173.35","192.168.2.22","TCP","60","443  >  2232 [ACK] Seq=3635 Ack=3367 Win=267264 Len=0"
"1201","96.036080","00:ff:ff:cc:11:10","Broadcast","0xfffa","95","Ethernet II"
"1202","96.116239","104.18.32.47","192.168.2.22","TLSv1.2","1186","Application Data"
"1203","96.116239","104.18.32.47","192.168.2.22","TLSv1.2","119","Application Data"
"1204","96.116333","192.168.2.22","104.18.32.47","TCP","54","2160  >  443 [ACK] Seq=97287 Ack=38159 Win=1181 Len=0"
"1205","96.119823","104.18.32.47","192.168.2.22","TLSv1.2","754","Application Data"
"1206","96.122833","104.18.32.47","192.168.2.22","TLSv1.2","170","Application Data"
"1207","96.122909","192.168.2.22","104.18.32.47","TCP","54","2160  >  443 [ACK] Seq=97287 Ack=38975 Win=1178 Len=0"
"1208","96.261724","104.18.32.47","192.168.2.22","TLSv1.2","162","Application Data"
"1209","96.307760","192.168.2.22","104.18.32.47","TCP","54","2160  >  443 [ACK] Seq=97287 Ack=39083 Win=1177 Len=0"
"1210","96.320184","192.168.2.22","52.123.190.173","TLSv1.2","104","Application Data"
"1211","96.398510","52.123.190.173","192.168.2.22","TLSv1.2","93","Application Data"
"1212","96.437358","192.168.2.22","52.123.190.173","TCP","54","1778  >  443 [ACK] Seq=151 Ack=118 Win=259 Len=0"
"1213","96.482441","104.18.32.47","192.168.2.22","TLSv1.2","138","Application Data"
"1214","96.502086","192.168.2.22","104.18.32.47","TCP","1454","2160  >  443 [ACK] Seq=97287 Ack=39167 Win=1177 Len=1400 [TCP PDU reassembled in 1218]"
"1215","96.502086","192.168.2.22","104.18.32.47","TCP","1454","2160  >  443 [ACK] Seq=98687 Ack=39167 Win=1177 Len=1400 [TCP PDU reassembled in 1218]"
"1216","96.502086","192.168.2.22","104.18.32.47","TCP","1454","2160  >  443 [ACK] Seq=100087 Ack=39167 Win=1177 Len=1400 [TCP PDU reassembled in 1218]"
"1217","96.502086","192.168.2.22","104.18.32.47","TCP","1454","2160  >  443 [ACK] Seq=101487 Ack=39167 Win=1177 Len=1400 [TCP PDU reassembled in 1218]"
"1218","96.502086","192.168.2.22","104.18.32.47","TLSv1.2","218","Application Data"
"1219","96.502190","192.168.2.22","104.18.32.47","TCP","1454","2160  >  443 [ACK] Seq=103051 Ack=39167 Win=1177 Len=1400 [TCP PDU reassembled in 1220]"
"1220","96.502190","192.168.2.22","104.18.32.47","TLSv1.2","312","Application Data"
"1221","96.591918","104.18.32.47","192.168.2.22","TCP","60","443  >  2160 [ACK] Seq=39167 Ack=98687 Win=89 Len=0"
"1222","96.592821","104.18.32.47","192.168.2.22","TCP","60","443  >  2160 [ACK] Seq=39167 Ack=100087 Win=89 Len=0"
"1223","96.592821","104.18.32.47","192.168.2.22","TCP","60","443  >  2160 [ACK] Seq=39167 Ack=102887 Win=90 Len=0"
"1224","96.592821","104.18.32.47","192.168.2.22","TCP","60","443  >  2160 [ACK] Seq=39167 Ack=103051 Win=90 Len=0"
"1225","96.592821","104.18.32.47","192.168.2.22","TCP","60","443  >  2160 [ACK] Seq=39167 Ack=104451 Win=90 Len=0"
"1226","96.593786","104.18.32.47","192.168.2.22","TCP","60","443  >  2160 [ACK] Seq=39167 Ack=104709 Win=91 Len=0"
"1227","96.718482","104.18.32.47","192.168.2.22","TLSv1.2","323","Application Data"
"1228","96.718482","104.18.32.47","192.168.2.22","TLSv1.2","132","Application Data, Application Data"
"1229","96.718560","192.168.2.22","104.18.32.47","TCP","54","2160  >  443 [ACK] Seq=104709 Ack=39514 Win=1176 Len=0"
"1230","96.829307","192.168.2.6","224.0.0.251","MDNS","103","Standard query 0x0009 PTR _googlecast._tcp.local, ""QM"" question PTR _233637DE._sub._googlecast._tcp.local, ""QM"" question"
"1231","96.846384","104.18.32.47","192.168.2.22","TLSv1.2","154","Application Data"
"1232","96.883543","192.168.2.22","57.144.115.32","TLSv1.2","123","Application Data"
"1233","96.887546","57.144.115.32","192.168.2.22","TCP","60","443  >  2198 [ACK] Seq=168601 Ack=62936 Win=2995 Len=0"
"1234","96.890503","192.168.2.22","104.18.32.47","TCP","54","2160  >  443 [ACK] Seq=104709 Ack=39614 Win=1175 Len=0"
"1235","96.968592","57.144.115.32","192.168.2.22","TLSv1.2","125","Application Data"
"1236","97.019338","192.168.2.22","57.144.115.32","TCP","54","2198  >  443 [ACK] Seq=62936 Ack=168672 Win=260 Len=0"
"1237","97.113874","104.18.32.47","192.168.2.22","TLSv1.2","162","Application Data"
"1238","97.159160","192.168.2.22","104.18.32.47","TCP","54","2160  >  443 [ACK] Seq=104709 Ack=39722 Win=1175 Len=0"
"1239","97.375010","104.18.32.47","192.168.2.22","TLSv1.2","154","Application Data"
"1240","97.419905","192.168.2.22","104.18.32.47","TCP","54","2160  >  443 [ACK] Seq=104709 Ack=39822 Win=1174 Len=0"
"1241","97.873911","104.18.32.47","192.168.2.22","TLSv1.2","170","Application Data"
"1242","97.917556","192.168.2.22","104.18.32.47","TCP","54","2160  >  443 [ACK] Seq=104709 Ack=39938 Win=1174 Len=0"
"1243","98.222117","104.18.32.47","192.168.2.22","TLSv1.2","170","Application Data"
"1244","98.266028","192.168.2.22","104.18.32.47","TCP","54","2160  >  443 [ACK] Seq=104709 Ack=40054 Win=1174 Len=0"
"1245","98.431984","192.168.2.22","10.3.0.20","TCP","66","2237  >  1688 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM"
"1246","98.551295","104.18.32.47","192.168.2.22","TLSv1.2","162","Application Data"
"1247","98.553992","192.168.2.22","104.18.32.47","TLSv1.2","89","Application Data"
"1248","98.643934","104.18.32.47","192.168.2.22","TCP","60","443  >  2160 [ACK] Seq=40162 Ack=104744 Win=91 Len=0"
"1249","99.014190","104.18.32.47","192.168.2.22","TLSv1.2","154","Application Data"
"1250","99.017029","192.168.2.22","104.18.32.47","TLSv1.2","89","Application Data"
"1251","99.106896","104.18.32.47","192.168.2.22","TCP","60","443  >  2160 [ACK] Seq=40262 Ack=104779 Win=91 Len=0"
"1252","99.439941","104.18.32.47","192.168.2.22","TLSv1.2","146","Application Data"
"1253","99.483892","192.168.2.22","104.18.32.47","TCP","54","2160  >  443 [ACK] Seq=104779 Ack=40354 Win=1172 Len=0"
"1254","99.627027","TpLinkPte_5d:b9:28","Broadcast","ARP","60","Who has 192.168.2.22? Tell 192.168.2.1"
"1255","99.627062","HewlettPacka_22:6f:da","TpLinkPte_5d:b9:28","ARP","42","192.168.2.22 is at 70:5a:0f:22:6f:da"
"1256","100.283217","104.18.32.47","192.168.2.22","TLSv1.2","146","Application Data"
"1257","100.327089","192.168.2.22","104.18.32.47","TCP","54","2160  >  443 [ACK] Seq=104779 Ack=40446 Win=1172 Len=0"
"1258","100.911745","104.18.32.47","192.168.2.22","TLSv1.2","194","Application Data"
"1259","100.957368","192.168.2.22","104.18.32.47","TCP","54","2160  >  443 [ACK] Seq=104779 Ack=40586 Win=1171 Len=0"
"1260","101.048890","00:ff:ff:cc:11:10","Broadcast","0xfffa","95","Ethernet II"
"1261","101.266470","104.18.32.47","192.168.2.22","TLSv1.2","162","Application Data"
"1262","101.311281","192.168.2.22","104.18.32.47","TCP","54","2160  >  443 [ACK] Seq=104779 Ack=40694 Win=1171 Len=0"
"1263","101.437021","192.168.2.22","10.3.0.20","TCP","66","[TCP Retransmission] 2237  >  1688 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM"
"1264","101.511760","104.18.32.47","192.168.2.22","TLSv1.2","170","Application Data"
"1265","101.556229","192.168.2.22","104.18.32.47","TCP","54","2160  >  443 [ACK] Seq=104779 Ack=40810 Win=1171 Len=0"
"1266","101.873341","104.18.32.47","192.168.2.22","TLSv1.2","162","Application Data"
"1267","101.919682","192.168.2.22","104.18.32.47","TCP","54","2160  >  443 [ACK] Seq=104779 Ack=40918 Win=1170 Len=0"
"1268","102.241868","192.168.2.22","92.122.157.123","TCP","54","2212  >  443 [FIN, ACK] Seq=2 Ack=1 Win=255 Len=0"
"1269","102.243013","192.168.2.22","192.168.2.1","DNS","88","Standard query 0x330b A browser-intake-datadoghq.com"
"1270","102.243507","192.168.2.22","192.168.2.1","DNS","88","Standard query 0x3eb3 HTTPS browser-intake-datadoghq.com"
"1271","102.245296","192.168.2.1","192.168.2.22","DNS","136","Standard query response 0x330b A browser-intake-datadoghq.com A 3.233.158.25 A 3.233.158.24 A 3.233.158.26"
"1272","102.246139","92.122.157.123","192.168.2.22","TLSv1.2","78","Application Data"
"1273","102.246139","192.168.2.1","192.168.2.22","DNS","172","Standard query response 0x3eb3 HTTPS browser-intake-datadoghq.com SOA ns-1907.awsdns-46.co.uk"
"1274","102.246139","92.122.157.123","192.168.2.22","TCP","60","443  >  2212 [FIN, ACK] Seq=25 Ack=3 Win=501 Len=0"
"1275","102.246256","192.168.2.22","92.122.157.123","TCP","54","2212  >  443 [RST, ACK] Seq=3 Ack=25 Win=0 Len=0"
"1276","102.247135","192.168.2.22","3.233.158.25","TCP","66","2238  >  443 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM"
"1277","102.290591","104.18.32.47","192.168.2.22","TLSv1.2","138","Application Data"
"1278","102.334715","192.168.2.22","104.18.32.47","TCP","54","2160  >  443 [ACK] Seq=104779 Ack=41002 Win=1170 Len=0"
"1279","102.336211","3.233.158.25","192.168.2.22","TCP","66","443  >  2238 [SYN, ACK] Seq=0 Ack=1 Win=32352 Len=0 MSS=1348 SACK_PERM WS=512"
"1280","102.336436","192.168.2.22","3.233.158.25","TCP","54","2238  >  443 [ACK] Seq=1 Ack=1 Win=66048 Len=0"
"1281","102.337486","192.168.2.22","3.233.158.25","TCP","1402","2238  >  443 [ACK] Seq=1 Ack=1 Win=66048 Len=1348 [TCP PDU reassembled in 1282]"
"1282","102.337486","192.168.2.22","3.233.158.25","TLSv1.3","476","Client Hello (SNI=browser-intake-datadoghq.com)"
"1283","102.426730","3.233.158.25","192.168.2.22","TCP","60","443  >  2238 [ACK] Seq=1 Ack=1349 Win=34304 Len=0"
"1284","102.427615","3.233.158.25","192.168.2.22","TCP","60","443  >  2238 [ACK] Seq=1 Ack=1771 Win=36864 Len=0"
"1285","102.427615","3.233.158.25","192.168.2.22","TLSv1.3","1402","Server Hello, Change Cipher Spec"
"1286","102.428595","3.233.158.25","192.168.2.22","TCP","1402","443  >  2238 [PSH, ACK] Seq=1349 Ack=1771 Win=36864 Len=1348 [TCP PDU reassembled in 1287]"
"1287","102.428595","3.233.158.25","192.168.2.22","TLSv1.3","886","Application Data"
"1288","102.428677","192.168.2.22","3.233.158.25","TCP","54","2238  >  443 [ACK] Seq=1771 Ack=3529 Win=66048 Len=0"
"1289","102.429301","192.168.2.22","3.233.158.25","TLSv1.3","118","Change Cipher Spec, Application Data"
"1290","102.430018","192.168.2.22","3.233.158.25","TLSv1.3","146","Application Data"
"1291","102.430531","192.168.2.22","3.233.158.25","TLSv1.3","707","Application Data"
"1292","102.430635","192.168.2.22","3.233.158.25","TLSv1.3","1181","Application Data"
"1293","102.506610","104.18.32.47","192.168.2.22","TLSv1.2","138","Application Data"
"1294","102.519835","3.233.158.25","192.168.2.22","TCP","60","443  >  2238 [ACK] Seq=3529 Ack=1927 Win=36864 Len=0"
"1295","102.519835","3.233.158.25","192.168.2.22","TLSv1.3","581","Application Data, Application Data"
"1296","102.519835","3.233.158.25","192.168.2.22","TCP","60","443  >  2238 [ACK] Seq=4056 Ack=3707 Win=41472 Len=0"
"1297","102.520252","192.168.2.22","3.233.158.25","TLSv1.3","85","Application Data"
"1298","102.549785","3.233.158.25","192.168.2.22","TLSv1.3","363","Application Data"
"1299","102.551117","192.168.2.22","104.18.32.47","TCP","54","2160  >  443 [ACK] Seq=104779 Ack=41086 Win=1170 Len=0"
"1300","102.592718","192.168.2.22","3.233.158.25","TCP","54","2238  >  443 [ACK] Seq=3738 Ack=4365 Win=65024 Len=0"
"1301","102.632934","192.168.2.22","186.233.185.147","TCP","55","[TCP Keep-Alive] 1726  >  443 [ACK] Seq=1 Ack=1 Win=260 Len=1"
"1302","102.644404","186.233.185.147","192.168.2.22","TCP","60","[TCP Keep-Alive] 443  >  1726 [ACK] Seq=0 Ack=2 Win=501 Len=0"
"1303","102.644462","192.168.2.22","186.233.185.147","TCP","54","[TCP Keep-Alive ACK] 1726  >  443 [ACK] Seq=2 Ack=1 Win=260 Len=0"
"1304","102.650852","3.233.158.25","192.168.2.22","TCP","60","443  >  2238 [ACK] Seq=4365 Ack=3738 Win=41472 Len=0"
"1305","102.699017","186.233.185.147","192.168.2.22","TCP","66","[TCP Dup ACK 138#3] 443  >  1726 [ACK] Seq=1 Ack=2 Win=501 Len=0 SLE=1 SRE=2"
"1306","102.899037","104.18.32.47","192.168.2.22","TLSv1.2","154","Application Data"
"1307","102.945662","192.168.2.22","104.18.32.47","TCP","54","2160  >  443 [ACK] Seq=104779 Ack=41186 Win=1169 Len=0"
"1308","103.214964","192.168.2.22","104.18.32.47","TLSv1.2","226","Application Data"
"1309","103.215038","192.168.2.22","104.18.32.47","TLSv1.2","93","Application Data"
"1310","103.215070","192.168.2.22","104.18.32.47","TLSv1.2","1413","Application Data"
"1311","103.298782","104.18.32.47","192.168.2.22","TLSv1.2","146","Application Data"
"1312","103.304761","104.18.32.47","192.168.2.22","TCP","60","443  >  2164 [ACK] Seq=1706 Ack=5893 Win=61 Len=0"
"1313","103.304761","104.18.32.47","192.168.2.22","TCP","60","443  >  2164 [ACK] Seq=1706 Ack=5932 Win=61 Len=0"
"1314","103.304761","104.18.32.47","192.168.2.22","TLSv1.2","93","Application Data"
"1315","103.344055","192.168.2.22","104.18.32.47","TCP","54","2160  >  443 [ACK] Seq=104779 Ack=41278 Win=1169 Len=0"
"1316","103.346466","104.18.32.47","192.168.2.22","TCP","60","443  >  2164 [ACK] Seq=1745 Ack=7291 Win=61 Len=0"
"1317","103.354928","192.168.2.22","104.18.32.47","TCP","54","2164  >  443 [ACK] Seq=7291 Ack=1745 Win=256 Len=0"
"1318","103.524064","104.18.32.47","192.168.2.22","TLSv1.2","614","Application Data"
"1319","103.524064","104.18.32.47","192.168.2.22","TLSv1.2","101","Application Data"
"1320","103.524064","104.18.32.47","192.168.2.22","TLSv1.2","85","Application Data"
"1321","103.524180","192.168.2.22","104.18.32.47","TCP","54","2164  >  443 [ACK] Seq=7291 Ack=2383 Win=254 Len=0"
"1322","103.526701","192.168.2.22","104.18.32.47","TLSv1.2","89","Application Data"
"1323","103.616658","104.18.32.47","192.168.2.22","TCP","60","443  >  2164 [ACK] Seq=2383 Ack=7326 Win=61 Len=0"
"1324","103.669996","104.18.32.47","192.168.2.22","TLSv1.2","146","Application Data"
"1325","103.672200","192.168.2.22","104.18.32.47","TLSv1.2","89","Application Data"
"1326","103.762077","104.18.32.47","192.168.2.22","TCP","60","443  >  2160 [ACK] Seq=41370 Ack=104814 Win=91 Len=0"
"1327","104.154094","104.18.32.47","192.168.2.22","TLSv1.2","146","Application Data"
"1328","104.155960","192.168.2.22","104.18.32.47","TLSv1.2","89","Application Data"
"1329","104.245536","104.18.32.47","192.168.2.22","TCP","60","443  >  2160 [ACK] Seq=41462 Ack=104849 Win=91 Len=0"
"1330","104.452080","104.18.32.47","192.168.2.22","TLSv1.2","130","Application Data"
"1331","104.499611","192.168.2.22","104.18.32.47","TCP","54","2160  >  443 [ACK] Seq=104849 Ack=41538 Win=1168 Len=0"
"1332","104.982891","104.18.32.47","192.168.2.22","TLSv1.2","154","Application Data"
"1333","105.027241","192.168.2.22","104.18.32.47","TCP","54","2160  >  443 [ACK] Seq=104849 Ack=41638 Win=1167 Len=0"
"1334","105.031250","192.168.2.22","172.64.155.209","TCP","55","[TCP Keep-Alive] 2148  >  443 [ACK] Seq=137 Ack=973 Win=257 Len=1"
"1335","105.096692","172.64.155.209","192.168.2.22","TCP","66","[TCP Keep-Alive ACK] 443  >  2148 [ACK] Seq=973 Ack=138 Win=8 Len=0 SLE=137 SRE=138"
"1336","105.222292","104.18.32.47","192.168.2.22","TLSv1.2","146","Application Data"
"1337","105.224272","192.168.2.22","104.17.142.115","TCP","55","[TCP Keep-Alive] 2165  >  443 [ACK] Seq=171 Ack=541 Win=252 Len=1"
"1338","105.266346","192.168.2.22","104.18.32.47","TCP","54","2160  >  443 [ACK] Seq=104849 Ack=41730 Win=1167 Len=0"
"1339","105.372590","104.17.142.115","192.168.2.22","TCP","66","[TCP Keep-Alive ACK] 443  >  2165 [ACK] Seq=541 Ack=172 Win=10 Len=0 SLE=171 SRE=172"
"1340","105.667622","104.18.32.47","192.168.2.22","TLSv1.2","146","Application Data"
"1341","105.711968","192.168.2.22","104.18.32.47","TCP","54","2160  >  443 [ACK] Seq=104849 Ack=41822 Win=1167 Len=0"
"1342","105.829598","192.168.2.22","143.204.23.44","TCP","55","[TCP Keep-Alive] 2166  >  443 [ACK] Seq=1351 Ack=624 Win=256 Len=1"
"1343","105.834471","143.204.23.44","192.168.2.22","TCP","66","[TCP Keep-Alive ACK] 443  >  2166 [ACK] Seq=624 Ack=1352 Win=169 Len=0 SLE=1351 SRE=1352"
"1344","105.958788","104.18.32.47","192.168.2.22","TLSv1.2","146","Application Data"
"1345","106.002668","192.168.2.22","104.18.32.47","TCP","54","2160  >  443 [ACK] Seq=104849 Ack=41914 Win=1166 Len=0"
"1346","106.056134","00:ff:ff:cc:11:10","Broadcast","0xfffa","95","Ethernet II"
